Freq,v,a
6.98246608434856e+02,1.08266782700801e-05,3.29037399897303e-03
6.98468589078552e+02,1.08335631413056e-05,3.29142002412565e-03
6.98690640292454e+02,1.08404523906919e-05,3.29246638180010e-03
6.98912762098995e+02,1.08473460210230e-05,3.29351307210208e-03
6.99134954520618e+02,1.08542440350847e-05,3.29456009513730e-03
6.99357217579773e+02,1.08611464356646e-05,3.29560745101153e-03
6.99579551298916e+02,1.08680532255522e-05,3.29665513983056e-03
6.99801955700510e+02,1.08749644075385e-05,3.29770316170022e-03
7.00024430807027e+02,1.08818799844165e-05,3.29875151672637e-03
7.00246976640943e+02,1.08887999589809e-05,3.29980020501489e-03
7.00469593224746e+02,1.08957243340281e-05,3.30084922667173e-03
7.00692280580925e+02,1.09026531123564e-05,3.30189858180283e-03
7.00915038731982e+02,1.09095862967658e-05,3.30294827051419e-03
7.01137867700422e+02,1.09165238900582e-05,3.30399829291185e-03
7.01360767508759e+02,1.09234658950371e-05,3.30504864910185e-03
7.01583738179514e+02,1.09304123145080e-05,3.30609933919031e-03
7.01806779735214e+02,1.09373631512779e-05,3.30715036328335e-03
7.02029892198396e+02,1.09443184081558e-05,3.30820172148712e-03
7.02253075591601e+02,1.09512780879524e-05,3.30925341390783e-03
7.02476329937379e+02,1.09582421934803e-05,3.31030544065171e-03
7.02699655258286e+02,1.09652107275538e-05,3.31135780182503e-03
7.02923051576886e+02,1.09721836929889e-05,3.31241049753407e-03
7.03146518915750e+02,1.09791610926036e-05,3.31346352788517e-03
7.03370057297457e+02,1.09861429292175e-05,3.31451689298471e-03
7.03593666744592e+02,1.09931292056520e-05,3.31557059293907e-03
7.03817347279747e+02,1.10001199247306e-05,3.31662462785469e-03
7.04041098925521e+02,1.10071150892782e-05,3.31767899783803e-03
7.04264921704523e+02,1.10141147021216e-05,3.31873370299561e-03
7.04488815639365e+02,1.10211187660896e-05,3.31978874343394e-03
7.04712780752669e+02,1.10281272840125e-05,3.32084411925961e-03
7.04936817067064e+02,1.10351402587227e-05,3.32189983057921e-03
7.05160924605186e+02,1.10421576930542e-05,3.32295587749938e-03
7.05385103389676e+02,1.10491795898428e-05,3.32401226012679e-03
7.05609353443185e+02,1.10562059519262e-05,3.32506897856814e-03
7.05833674788371e+02,1.10632367821439e-05,3.32612603293017e-03
7.06058067447898e+02,1.10702720833372e-05,3.32718342331966e-03
7.06282531444437e+02,1.10773118583490e-05,3.32824114984341e-03
7.06507066800667e+02,1.10843561100243e-05,3.32929921260825e-03
7.06731673539275e+02,1.10914048412098e-05,3.33035761172107e-03
7.06956351682953e+02,1.10984580547540e-05,3.33141634728877e-03
7.07181101254403e+02,1.11055157535072e-05,3.33247541941828e-03
7.07405922276331e+02,1.11125779403215e-05,3.33353482821660e-03
7.07630814771454e+02,1.11196446180509e-05,3.33459457379072e-03
7.07855778762492e+02,1.11267157895511e-05,3.33565465624769e-03
7.08080814272175e+02,1.11337914576797e-05,3.33671507569458e-03
7.08305921323241e+02,1.11408716252961e-05,3.33777583223852e-03
7.08531099938432e+02,1.11479562952615e-05,3.33883692598664e-03
7.08756350140500e+02,1.11550454704388e-05,3.33989835704612e-03
7.08981671952203e+02,1.11621391536930e-05,3.34096012552418e-03
7.09207065396307e+02,1.11692373478908e-05,3.34202223152807e-03
7.09432530495584e+02,1.11763400559005e-05,3.34308467516506e-03
7.09658067272815e+02,1.11834472805926e-05,3.34414745654247e-03
7.09883675750786e+02,1.11905590248391e-05,3.34521057576766e-03
7.10109355952292e+02,1.11976752915141e-05,3.34627403294801e-03
7.10335107900136e+02,1.12047960834932e-05,3.34733782819093e-03
7.10560931617125e+02,1.12119214036542e-05,3.34840196160387e-03
7.10786827126076e+02,1.12190512548765e-05,3.34946643329433e-03
7.11012794449813e+02,1.12261856400414e-05,3.35053124336983e-03
7.11238833611166e+02,1.12333245620319e-05,3.35159639193791e-03
7.11464944632974e+02,1.12404680237331e-05,3.35266187910617e-03
7.11691127538081e+02,1.12476160280317e-05,3.35372770498224e-03
7.11917382349340e+02,1.12547685778164e-05,3.35479386967376e-03
7.12143709089612e+02,1.12619256759775e-05,3.35586037328843e-03
7.12370107781762e+02,1.12690873254074e-05,3.35692721593398e-03
7.12596578448666e+02,1.12762535290002e-05,3.35799439771816e-03
7.12823121113204e+02,1.12834242896519e-05,3.35906191874877e-03
7.13049735798267e+02,1.12905996102603e-05,3.36012977913365e-03
7.13276422526749e+02,1.12977794937250e-05,3.36119797898064e-03
7.13503181321555e+02,1.13049639429476e-05,3.36226651839765e-03
7.13730012205595e+02,1.13121529608314e-05,3.36333539749261e-03
7.13956915201787e+02,1.13193465502815e-05,3.36440461637348e-03
7.14183890333057e+02,1.13265447142051e-05,3.36547417514827e-03
7.14410937622336e+02,1.13337474555110e-05,3.36654407392501e-03
7.14638057092566e+02,1.13409547771099e-05,3.36761431281177e-03
7.14865248766692e+02,1.13481666819145e-05,3.36868489191664e-03
7.15092512667670e+02,1.13553831728391e-05,3.36975581134777e-03
7.15319848818461e+02,1.13626042528001e-05,3.37082707121333e-03
7.15547257242034e+02,1.13698299247156e-05,3.37189867162153e-03
7.15774737961366e+02,1.13770601915056e-05,3.37297061268060e-03
7.16002290999440e+02,1.13842950560919e-05,3.37404289449882e-03
7.16229916379247e+02,1.13915345213984e-05,3.37511551718450e-03
7.16457614123786e+02,1.13987785903505e-05,3.37618848084598e-03
7.16685384256062e+02,1.14060272658757e-05,3.37726178559165e-03
7.16913226799088e+02,1.14132805509032e-05,3.37833543152990e-03
7.17141141775884e+02,1.14205384483644e-05,3.37940941876919e-03
7.17369129209478e+02,1.14278009611921e-05,3.38048374741801e-03
7.17597189122904e+02,1.14350680923213e-05,3.38155841758486e-03
7.17825321539205e+02,1.14423398446887e-05,3.38263342937829e-03
7.18053526481430e+02,1.14496162212329e-05,3.38370878290690e-03
7.18281803972637e+02,1.14568972248945e-05,3.38478447827930e-03
7.18510154035888e+02,1.14641828586158e-05,3.38586051560414e-03
7.18738576694256e+02,1.14714731253409e-05,3.38693689499011e-03
7.18967071970820e+02,1.14787680280162e-05,3.38801361654594e-03
7.19195639888666e+02,1.14860675695894e-05,3.38909068038038e-03
7.19424280470886e+02,1.14933717530105e-05,3.39016808660223e-03
7.19652993740583e+02,1.15006805812311e-05,3.39124583532030e-03
7.19881779720864e+02,1.15079940572050e-05,3.39232392664347e-03
7.20110638434845e+02,1.15153121838875e-05,3.39340236068062e-03
7.20339569905648e+02,1.15226349642360e-05,3.39448113754069e-03
7.20568574156404e+02,1.15299624012099e-05,3.39556025733264e-03
7.20797651210251e+02,1.15372944977701e-05,3.39663972016547e-03
7.21026801090333e+02,1.15446312568797e-05,3.39771952614822e-03
7.21256023819802e+02,1.15519726815036e-05,3.39879967538995e-03
7.21485319421819e+02,1.15593187746086e-05,3.39988016799976e-03
7.21714687919551e+02,1.15666695391634e-05,3.40096100408680e-03
7.21944129336171e+02,1.15740249781384e-05,3.40204218376024e-03
7.22173643694862e+02,1.15813850945061e-05,3.40312370712929e-03
7.22403231018812e+02,1.15887498912409e-05,3.40420557430318e-03
7.22632891331219e+02,1.15961193713189e-05,3.40528778539119e-03
7.22862624655285e+02,1.16034935377184e-05,3.40637034050264e-03
7.23092431014223e+02,1.16108723934192e-05,3.40745323974688e-03
7.23322310431250e+02,1.16182559414033e-05,3.40853648323327e-03
7.23552262929594e+02,1.16256441846545e-05,3.40962007107124e-03
7.23782288532487e+02,1.16330371261586e-05,3.41070400337024e-03
7.24012387263170e+02,1.16404347689029e-05,3.41178828023975e-03
7.24242559144891e+02,1.16478371158772e-05,3.41287290178930e-03
7.24472804200906e+02,1.16552441700727e-05,3.41395786812843e-03
7.24703122454478e+02,1.16626559344828e-05,3.41504317936674e-03
7.24933513928876e+02,1.16700724121026e-05,3.41612883561386e-03
7.25163978647380e+02,1.16774936059293e-05,3.41721483697943e-03
7.25394516633273e+02,1.16849195189619e-05,3.41830118357316e-03
7.25625127909850e+02,1.16923501542012e-05,3.41938787550478e-03
7.25855812500408e+02,1.16997855146502e-05,3.42047491288404e-03
7.26086570428257e+02,1.17072256033135e-05,3.42156229582075e-03
7.26317401716710e+02,1.17146704231978e-05,3.42265002442474e-03
7.26548306389090e+02,1.17221199773117e-05,3.42373809880589e-03
7.26779284468726e+02,1.17295742686656e-05,3.42482651907408e-03
7.27010335978955e+02,1.17370333002719e-05,3.42591528533926e-03
7.27241460943123e+02,1.17444970751449e-05,3.42700439771141e-03
7.27472659384580e+02,1.17519655963008e-05,3.42809385630052e-03
7.27703931326686e+02,1.17594388667577e-05,3.42918366121666e-03
7.27935276792808e+02,1.17669168895358e-05,3.43027381256988e-03
7.28166695806319e+02,1.17743996676570e-05,3.43136431047032e-03
7.28398188390602e+02,1.17818872041451e-05,3.43245515502810e-03
7.28629754569046e+02,1.17893795020260e-05,3.43354634635343e-03
7.28861394365046e+02,1.17968765643274e-05,3.43463788455650e-03
7.29093107802006e+02,1.18043783940791e-05,3.43572976974759e-03
7.29324894903339e+02,1.18118849943125e-05,3.43682200203697e-03
7.29556755692462e+02,1.18193963680613e-05,3.43791458153497e-03
7.29788690192803e+02,1.18269125183608e-05,3.43900750835195e-03
7.30020698427794e+02,1.18344334482485e-05,3.44010078259830e-03
7.30252780420876e+02,1.18419591607636e-05,3.44119440438445e-03
7.30484936195499e+02,1.18494896589474e-05,3.44228837382086e-03
7.30717165775118e+02,1.18570249458431e-05,3.44338269101803e-03
7.30949469183197e+02,1.18645650244958e-05,3.44447735608649e-03
7.31181846443206e+02,1.18721098979525e-05,3.44557236913682e-03
7.31414297578624e+02,1.18796595692623e-05,3.44666773027961e-03
7.31646822612937e+02,1.18872140414760e-05,3.44776343962551e-03
7.31879421569638e+02,1.18947733176465e-05,3.44885949728519e-03
7.32112094472228e+02,1.19023374008287e-05,3.44995590336936e-03
7.32344841344215e+02,1.19099062940792e-05,3.45105265798876e-03
7.32577662209115e+02,1.19174800004568e-05,3.45214976125417e-03
7.32810557090452e+02,1.19250585230221e-05,3.45324721327642e-03
7.33043526011755e+02,1.19326418648377e-05,3.45434501416634e-03
7.33276568996562e+02,1.19402300289681e-05,3.45544316403482e-03
7.33509686068421e+02,1.19478230184798e-05,3.45654166299279e-03
7.33742877250883e+02,1.19554208364412e-05,3.45764051115119e-03
7.33976142567509e+02,1.19630234859228e-05,3.45873970862103e-03
7.34209482041868e+02,1.19706309699968e-05,3.45983925551332e-03
7.34442895697534e+02,1.19782432917375e-05,3.46093915193913e-03
7.34676383558092e+02,1.19858604542212e-05,3.46203939800955e-03
7.34909945647132e+02,1.19934824605260e-05,3.46313999383572e-03
7.35143581988251e+02,1.20011093137322e-05,3.46424093952881e-03
7.35377292605056e+02,1.20087410169218e-05,3.46534223520001e-03
7.35611077521159e+02,1.20163775731790e-05,3.46644388096057e-03
7.35844936760181e+02,1.20240189855896e-05,3.46754587692175e-03
7.36078870345750e+02,1.20316652572418e-05,3.46864822319488e-03
7.36312878301502e+02,1.20393163912255e-05,3.46975091989128e-03
7.36546960651080e+02,1.20469723906327e-05,3.47085396712234e-03
7.36781117418135e+02,1.20546332585571e-05,3.47195736499948e-03
7.37015348626324e+02,1.20622989980948e-05,3.47306111363415e-03
7.37249654299314e+02,1.20699696123434e-05,3.47416521313782e-03
7.37484034460778e+02,1.20776451044028e-05,3.47526966362203e-03
7.37718489134396e+02,1.20853254773748e-05,3.47637446519833e-03
7.37953018343856e+02,1.20930107343632e-05,3.47747961797830e-03
7.38187622112855e+02,1.21007008784735e-05,3.47858512207359e-03
7.38422300465096e+02,1.21083959128135e-05,3.47969097759585e-03
7.38657053424290e+02,1.21160958404929e-05,3.48079718465677e-03
7.38891881014155e+02,1.21238006646234e-05,3.48190374336810e-03
7.39126783258417e+02,1.21315103883184e-05,3.48301065384160e-03
7.39361760180809e+02,1.21392250146937e-05,3.48411791618908e-03
7.39596811805073e+02,1.21469445468668e-05,3.48522553052238e-03
7.39831938154957e+02,1.21546689879573e-05,3.48633349695337e-03
7.40067139254218e+02,1.21623983410867e-05,3.48744181559396e-03
7.40302415126618e+02,1.21701326093786e-05,3.48855048655611e-03
7.40537765795930e+02,1.21778717959585e-05,3.48965950995179e-03
7.40773191285932e+02,1.21856159039538e-05,3.49076888589303e-03
7.41008691620410e+02,1.21933649364941e-05,3.49187861449187e-03
7.41244266823159e+02,1.22011188967109e-05,3.49298869586040e-03
7.41479916917979e+02,1.22088777877376e-05,3.49409913011076e-03
7.41715641928680e+02,1.22166416127097e-05,3.49520991735509e-03
7.41951441879079e+02,1.22244103747647e-05,3.49632105770561e-03
7.42187316792999e+02,1.22321840770420e-05,3.49743255127453e-03
7.42423266694273e+02,1.22399627226831e-05,3.49854439817413e-03
7.42659291606740e+02,1.22477463148314e-05,3.49965659851671e-03
7.42895391554246e+02,1.22555348566324e-05,3.50076915241461e-03
7.43131566560647e+02,1.22633283512335e-05,3.50188205998020e-03
7.43367816649804e+02,1.22711268017841e-05,3.50299532132590e-03
7.43604141845587e+02,1.22789302114358e-05,3.50410893656414e-03
7.43840542171873e+02,1.22867385833420e-05,3.50522290580742e-03
7.44077017652547e+02,1.22945519206582e-05,3.50633722916824e-03
7.44313568311502e+02,1.23023702265417e-05,3.50745190675917e-03
7.44550194172637e+02,1.23101935041521e-05,3.50856693869278e-03
7.44786895259861e+02,1.23180217566510e-05,3.50968232508171e-03
7.45023671597088e+02,1.23258549872017e-05,3.51079806603862e-03
7.45260523208241e+02,1.23336931989697e-05,3.51191416167620e-03
7.45497450117252e+02,1.23415363951227e-05,3.51303061210718e-03
7.45734452348057e+02,1.23493845788301e-05,3.51414741744433e-03
7.45971529924602e+02,1.23572377532635e-05,3.51526457780046e-03
7.46208682870841e+02,1.23650959215965e-05,3.51638209328840e-03
7.46445911210735e+02,1.23729590870045e-05,3.51749996402103e-03
7.46683214968252e+02,1.23808272526653e-05,3.51861819011127e-03
7.46920594167368e+02,1.23887004217585e-05,3.51973677167205e-03
7.47158048832068e+02,1.23965785974657e-05,3.52085570881636e-03
7.47395578986342e+02,1.24044617829706e-05,3.52197500165723e-03
7.47633184654189e+02,1.24123499814588e-05,3.52309465030770e-03
7.47870865859616e+02,1.24202431961181e-05,3.52421465488086e-03
7.48108622626638e+02,1.24281414301382e-05,3.52533501548985e-03
7.48346454979276e+02,1.24360446867110e-05,3.52645573224782e-03
7.48584362941559e+02,1.24439529690301e-05,3.52757680526798e-03
7.48822346537526e+02,1.24518662802915e-05,3.52869823466355e-03
7.49060405791221e+02,1.24597846236931e-05,3.52982002054782e-03
7.49298540726695e+02,1.24677080024346e-05,3.53094216303408e-03
7.49536751368010e+02,1.24756364197181e-05,3.53206466223567e-03
7.49775037739233e+02,1.24835698787475e-05,3.53318751826598e-03
7.50013399864440e+02,1.24915083827288e-05,3.53431073123842e-03
7.50251837767713e+02,1.24994519348700e-05,3.53543430126645e-03
7.50490351473144e+02,1.25074005383814e-05,3.53655822846354e-03
7.50728941004830e+02,1.25153541964749e-05,3.53768251294322e-03
7.50967606386878e+02,1.25233129123648e-05,3.53880715481904e-03
7.51206347643401e+02,1.25312766892672e-05,3.53993215420462e-03
7.51445164798521e+02,1.25392455304005e-05,3.54105751121356e-03
7.51684057876367e+02,1.25472194389849e-05,3.54218322595955e-03
7.51923026901076e+02,1.25551984182427e-05,3.54330929855628e-03
7.52162071896792e+02,1.25631824713985e-05,3.54443572911750e-03
7.52401192887666e+02,1.25711716016786e-05,3.54556251775697e-03
7.52640389897859e+02,1.25791658123115e-05,3.54668966458851e-03
7.52879662951538e+02,1.25871651065278e-05,3.54781716972597e-03
7.53119012072879e+02,1.25951694875602e-05,3.54894503328324e-03
7.53358437286064e+02,1.26031789586432e-05,3.55007325537422e-03
7.53597938615283e+02,1.26111935230136e-05,3.55120183611288e-03
7.53837516084735e+02,1.26192131839102e-05,3.55233077561322e-03
7.54077169718625e+02,1.26272379445738e-05,3.55346007398925e-03
7.54316899541167e+02,1.26352678082473e-05,3.55458973135504e-03
7.54556705576583e+02,1.26433027781757e-05,3.55571974782470e-03
7.54796587849101e+02,1.26513428576060e-05,3.55685012351236e-03
7.55036546382958e+02,1.26593880497873e-05,3.55798085853219e-03
7.55276581202398e+02,1.26674383579707e-05,3.55911195299841e-03
7.55516692331674e+02,1.26754937854096e-05,3.56024340702526e-03
7.55756879795044e+02,1.26835543353591e-05,3.56137522072703e-03
7.55997143616778e+02,1.26916200110766e-05,3.56250739421803e-03
7.56237483821149e+02,1.26996908158216e-05,3.56363992761261e-03
7.56477900432441e+02,1.27077667528556e-05,3.56477282102517e-03
7.56718393474944e+02,1.27158478254421e-05,3.56590607457014e-03
7.56958962972957e+02,1.27239340368469e-05,3.56703968836198e-03
7.57199608950786e+02,1.27320253903376e-05,3.56817366251519e-03
7.57440331432745e+02,1.27401218891840e-05,3.56930799714431e-03
7.57681130443154e+02,1.27482235366581e-05,3.57044269236390e-03
7.57922006006345e+02,1.27563303360338e-05,3.57157774828859e-03
7.58162958146652e+02,1.27644422905872e-05,3.57271316503302e-03
7.58403986888422e+02,1.27725594035964e-05,3.57384894271186e-03
7.58645092256007e+02,1.27806816783416e-05,3.57498508143984e-03
7.58886274273767e+02,1.27888091181051e-05,3.57612158133171e-03
7.59127532966069e+02,1.27969417261713e-05,3.57725844250227e-03
7.59368868357290e+02,1.28050795058267e-05,3.57839566506633e-03
7.59610280471813e+02,1.28132224603599e-05,3.57953324913878e-03
7.59851769334030e+02,1.28213705930615e-05,3.58067119483451e-03
7.60093334968339e+02,1.28295239072242e-05,3.58180950226845e-03
7.60334977399147e+02,1.28376824061430e-05,3.58294817155558e-03
7.60576696650868e+02,1.28458460931148e-05,3.58408720281091e-03
7.60818492747926e+02,1.28540149714386e-05,3.58522659614949e-03
7.61060365714749e+02,1.28621890444155e-05,3.58636635168641e-03
7.61302315575776e+02,1.28703683153488e-05,3.58750646953677e-03
7.61544342355451e+02,1.28785527875438e-05,3.58864694981575e-03
7.61786446078230e+02,1.28867424643079e-05,3.58978779263852e-03
7.62028626768572e+02,1.28949373489507e-05,3.59092899812033e-03
7.62270884450946e+02,1.29031374447839e-05,3.59207056637645e-03
7.62513219149830e+02,1.29113427551212e-05,3.59321249752216e-03
7.62755630889706e+02,1.29195532832784e-05,3.59435479167282e-03
7.62998119695069e+02,1.29277690325735e-05,3.59549744894379e-03
7.63240685590418e+02,1.29359900063266e-05,3.59664046945050e-03
7.63483328600260e+02,1.29442162078598e-05,3.59778385330839e-03
7.63726048749111e+02,1.29524476404976e-05,3.59892760063296e-03
7.63968846061495e+02,1.29606843075662e-05,3.60007171153971e-03
7.64211720561942e+02,1.29689262123942e-05,3.60121618614422e-03
7.64454672274993e+02,1.29771733583123e-05,3.60236102456208e-03
7.64697701225192e+02,1.29854257486532e-05,3.60350622690892e-03
7.64940807437096e+02,1.29936833867518e-05,3.60465179330041e-03
7.65183990935266e+02,1.30019462759452e-05,3.60579772385227e-03
7.65427251744272e+02,1.30102144195723e-05,3.60694401868022e-03
7.65670589888694e+02,1.30184878209745e-05,3.60809067790007e-03
7.65914005393115e+02,1.30267664834952e-05,3.60923770162761e-03
7.66157498282131e+02,1.30350504104798e-05,3.61038508997871e-03
7.66401068580342e+02,1.30433396052760e-05,3.61153284306926e-03
7.66644716312359e+02,1.30516340712335e-05,3.61268096101518e-03
7.66888441502797e+02,1.30599338117042e-05,3.61382944393243e-03
7.67132244176281e+02,1.30682388300421e-05,3.61497829193703e-03
7.67376124357446e+02,1.30765491296034e-05,3.61612750514501e-03
7.67620082070930e+02,1.30848647137463e-05,3.61727708367244e-03
7.67864117341384e+02,1.30931855858314e-05,3.61842702763543e-03
7.68108230193462e+02,1.31015117492210e-05,3.61957733715014e-03
7.68352420651829e+02,1.31098432072800e-05,3.62072801233275e-03
7.68596688741156e+02,1.31181799633751e-05,3.62187905329948e-03
7.68841034486125e+02,1.31265220208753e-05,3.62303046016659e-03
7.69085457911421e+02,1.31348693831517e-05,3.62418223305037e-03
7.69329959041742e+02,1.31432220535777e-05,3.62533437206718e-03
7.69574537901789e+02,1.31515800355285e-05,3.62648687733336e-03
7.69819194516275e+02,1.31599433323817e-05,3.62763974896533e-03
7.70063928909918e+02,1.31683119475172e-05,3.62879298707953e-03
7.70308741107445e+02,1.31766858843165e-05,3.62994659179245e-03
7.70553631133591e+02,1.31850651461639e-05,3.63110056322061e-03
7.70798599013099e+02,1.31934497364454e-05,3.63225490148055e-03
7.71043644770719e+02,1.32018396585493e-05,3.63340960668887e-03
7.71288768431208e+02,1.32102349158661e-05,3.63456467896220e-03
7.71533970019335e+02,1.32186355117885e-05,3.63572011841721e-03
7.71779249559872e+02,1.32270414497110e-05,3.63687592517060e-03
7.72024607077602e+02,1.32354527330308e-05,3.63803209933911e-03
7.72270042597314e+02,1.32438693651468e-05,3.63918864103952e-03
7.72515556143807e+02,1.32522913494604e-05,3.64034555038864e-03
7.72761147741885e+02,1.32607186893749e-05,3.64150282750333e-03
7.73006817416363e+02,1.32691513882959e-05,3.64266047250047e-03
7.73252565192061e+02,1.32775894496312e-05,3.64381848549699e-03
7.73498391093810e+02,1.32860328767906e-05,3.64497686660986e-03
7.73744295146445e+02,1.32944816731863e-05,3.64613561595606e-03
7.73990277374813e+02,1.33029358422324e-05,3.64729473365265e-03
7.74236337803766e+02,1.33113953873455e-05,3.64845421981670e-03
7.74482476458165e+02,1.33198603119440e-05,3.64961407456532e-03
7.74728693362879e+02,1.33283306194488e-05,3.65077429801565e-03
7.74974988542784e+02,1.33368063132827e-05,3.65193489028489e-03
7.75221362022766e+02,1.33452873968710e-05,3.65309585149025e-03
7.75467813827716e+02,1.33537738736408e-05,3.65425718174901e-03
7.75714343982535e+02,1.33622657470218e-05,3.65541888117844e-03
7.75960952512131e+02,1.33707630204454e-05,3.65658094989591e-03
7.76207639441421e+02,1.33792656973456e-05,3.65774338801876e-03
7.76454404795329e+02,1.33877737811583e-05,3.65890619566442e-03
7.76701248598786e+02,1.33962872753218e-05,3.66006937295034e-03
7.76948170876734e+02,1.34048061832765e-05,3.66123291999399e-03
7.77195171654119e+02,1.34133305084649e-05,3.66239683691289e-03
7.77442250955898e+02,1.34218602543318e-05,3.66356112382462e-03
7.77689408807034e+02,1.34303954243241e-05,3.66472578084676e-03
7.77936645232500e+02,1.34389360218911e-05,3.66589080809695e-03
7.78183960257274e+02,1.34474820504840e-05,3.66705620569285e-03
7.78431353906345e+02,1.34560335135563e-05,3.66822197375219e-03
7.78678826204708e+02,1.34645904145639e-05,3.66938811239269e-03
7.78926377177367e+02,1.34731527569645e-05,3.67055462173216e-03
7.79174006849333e+02,1.34817205442185e-05,3.67172150188841e-03
7.79421715245625e+02,1.34902937797880e-05,3.67288875297929e-03
7.79669502391271e+02,1.34988724671377e-05,3.67405637512270e-03
7.79917368311306e+02,1.35074566097341e-05,3.67522436843658e-03
7.80165313030774e+02,1.35160462110464e-05,3.67639273303890e-03
7.80413336574726e+02,1.35246412745456e-05,3.67756146904766e-03
7.80661438968220e+02,1.35332418037050e-05,3.67873057658091e-03
7.80909620236325e+02,1.35418478020003e-05,3.67990005575673e-03
7.81157880404115e+02,1.35504592729092e-05,3.68106990669325e-03
7.81406219496673e+02,1.35590762199116e-05,3.68224012950862e-03
7.81654637539091e+02,1.35676986464898e-05,3.68341072432104e-03
7.81903134556468e+02,1.35763265561282e-05,3.68458169124874e-03
7.82151710573909e+02,1.35849599523134e-05,3.68575303040999e-03
7.82400365616532e+02,1.35935988385341e-05,3.68692474192311e-03
7.82649099709458e+02,1.36022432182816e-05,3.68809682590643e-03
7.82897912877819e+02,1.36108930950491e-05,3.68926928247834e-03
7.83146805146754e+02,1.36195484723319e-05,3.69044211175726e-03
7.83395776541409e+02,1.36282093536280e-05,3.69161531386165e-03
7.83644827086940e+02,1.36368757424372e-05,3.69278888891000e-03
7.83893956808509e+02,1.36455476422617e-05,3.69396283702086e-03
7.84143165731288e+02,1.36542250566058e-05,3.69513715831279e-03
7.84392453880455e+02,1.36629079889763e-05,3.69631185290440e-03
7.84641821281198e+02,1.36715964428819e-05,3.69748692091434e-03
7.84891267958712e+02,1.36802904218338e-05,3.69866236246130e-03
7.85140793938199e+02,1.36889899293452e-05,3.69983817766398e-03
7.85390399244870e+02,1.36976949689318e-05,3.70101436664117e-03
7.85640083903945e+02,1.37064055441113e-05,3.70219092951165e-03
7.85889847940651e+02,1.37151216584037e-05,3.70336786639426e-03
7.86139691380222e+02,1.37238433153313e-05,3.70454517740787e-03
7.86389614247902e+02,1.37325705184186e-05,3.70572286267140e-03
7.86639616568942e+02,1.37413032711923e-05,3.70690092230379e-03
7.86889698368601e+02,1.37500415771814e-05,3.70807935642403e-03
7.87139859672146e+02,1.37587854399172e-05,3.70925816515115e-03
7.87390100504852e+02,1.37675348629332e-05,3.71043734860420e-03
7.87640420892003e+02,1.37762898497650e-05,3.71161690690229e-03
7.87890820858890e+02,1.37850504039506e-05,3.71279684016456e-03
7.88141300430812e+02,1.37938165290302e-05,3.71397714851017e-03
7.88391859633077e+02,1.38025882285463e-05,3.71515783205835e-03
7.88642498490999e+02,1.38113655060437e-05,3.71633889092835e-03
7.88893217029903e+02,1.38201483650693e-05,3.71752032523945e-03
7.89144015275120e+02,1.38289368091723e-05,3.71870213511099e-03
7.89394893251989e+02,1.38377308419043e-05,3.71988432066233e-03
7.89645850985858e+02,1.38465304668189e-05,3.72106688201286e-03
7.89896888502083e+02,1.38553356874722e-05,3.72224981928204e-03
7.90148005826028e+02,1.38641465074225e-05,3.72343313258934e-03
7.90399202983064e+02,1.38729629302302e-05,3.72461682205428e-03
7.90650479998571e+02,1.38817849594582e-05,3.72580088779642e-03
7.90901836897937e+02,1.38906125986716e-05,3.72698532993534e-03
7.91153273706557e+02,1.38994458514376e-05,3.72817014859068e-03
7.91404790449838e+02,1.39082847213259e-05,3.72935534388210e-03
7.91656387153189e+02,1.39171292119083e-05,3.73054091592932e-03
7.91908063842032e+02,1.39259793267589e-05,3.73172686485208e-03
7.92159820541795e+02,1.39348350694543e-05,3.73291319077016e-03
7.92411657277913e+02,1.39436964435729e-05,3.73409989380338e-03
7.92663574075833e+02,1.39525634526959e-05,3.73528697407161e-03
7.92915570961006e+02,1.39614361004064e-05,3.73647443169473e-03
7.93167647958893e+02,1.39703143902900e-05,3.73766226679269e-03
7.93419805094962e+02,1.39791983259345e-05,3.73885047948545e-03
7.93672042394691e+02,1.39880879109298e-05,3.74003906989304e-03
7.93924359883564e+02,1.39969831488684e-05,3.74122803813550e-03
7.94176757587075e+02,1.40058840433450e-05,3.74241738433291e-03
7.94429235530725e+02,1.40147905979564e-05,3.74360710860540e-03
7.94681793740022e+02,1.40237028163019e-05,3.74479721107315e-03
7.94934432240485e+02,1.40326207019829e-05,3.74598769185634e-03
7.95187151057639e+02,1.40415442586033e-05,3.74717855107522e-03
7.95439950217017e+02,1.40504734897692e-05,3.74836978885007e-03
7.95692829744161e+02,1.40594083990889e-05,3.74956140530121e-03
7.95945789664621e+02,1.40683489901731e-05,3.75075340054898e-03
7.96198830003955e+02,1.40772952666347e-05,3.75194577471379e-03
7.96451950787729e+02,1.40862472320891e-05,3.75313852791607e-03
7.96705152041517e+02,1.40952048901537e-05,3.75433166027628e-03
7.96958433790902e+02,1.41041682444485e-05,3.75552517191493e-03
7.97211796061474e+02,1.41131372985957e-05,3.75671906295257e-03
7.97465238878832e+02,1.41221120562196e-05,3.75791333350979e-03
7.97718762268582e+02,1.41310925209471e-05,3.75910798370721e-03
7.97972366256339e+02,1.41400786964072e-05,3.76030301366548e-03
7.98226050867726e+02,1.41490705862314e-05,3.76149842350531e-03
7.98479816128376e+02,1.41580681940533e-05,3.76269421334744e-03
7.98733662063926e+02,1.41670715235089e-05,3.76389038331264e-03
